FORD
tid attemp_tp tp 50lat 99lat
34 40204.8 2375.58 356.143 676.405
0 38716.6 1781.82 348.916 2074.08
2 38393.5 1804.07 348.989 2143.06
4 37878.1 1779.51 363.281 2192.07
8 37756.2 1880.52 361.872 2105.92
6 37724.5 1801.53 366.527 2167.35
32 37666.1 2026.36 367.748 967.591
10 37573.2 1873.4 367.663 1988.35
30 37560.4 2043.14 366.061 952.919
28 37271.4 2028.68 367.958 997.549
12 37218.3 1901.26 369.536 1933.09
24 37022 2055.13 364.761 1071.59
18 36981.1 2025.19 365.898 1359.83
14 36980.4 2013.84 367.526 1602.79
26 36975 2029.71 367.477 1021.87
22 36920.6 2060.61 367.299 1146.58
16 36853.5 2029.08 369.194 1532.19
20 36832.2 2036.89 368.561 1237.46
3.30134e+06 192654 344.396 369.536 354.371 509.638 2192.07 689.604

FORD
tid attemp_tp tp 50lat 99lat
3 165083 140764 84.737 148.44
1 153333 130724 88.49 156.837
2 99682.8 84968.7 97.359 470.414
0 93174.2 79319.2 97.745 508.748
511272 435776 84.737 97.745 92.0827 148.44 508.748 321.11

FORD
tid attemp_tp tp 50lat 99lat
3 228831 175317 91.738 168.528
7 212328 162400 95.086 169.762
5 200720 153585 97.234 173.241
1 188036 143842 100.079 182.825
6 168004 128427 106.132 187.498
4 123096 94137 104.107 504.634
0 108886 83020.8 102.443 584.837
2 104490 79772 105.81 618.71
1.33439e+06 1.0205e+06 91.738 106.132 100.329 168.528 618.71 323.754

FORD
tid attemp_tp tp 50lat 99lat
3 218146 186395 86.279 153.036
1 195876 167311 90.507 161.7
2 109851 93697.1 99.397 531.672
0 94912 80916 104.096 513.405
618784 528320 86.279 104.096 95.0697 153.036 531.672 339.953

FORD
tid attemp_tp tp 50lat 99lat
5 217200 168641 93.983 168.712
7 203964 158256 96.787 172.863
3 198158 153757 97.797 176.758
6 172481 133728 104.679 184.157
1 169703 131604 104.901 191.767
4 119844 92891.8 104.521 526.579
0 109037 84189 101.57 592.388
2 103683 80201.4 105.53 627.176
1.29407e+06 1.00327e+06 93.983 105.53 101.221 168.712 627.176 330.05

FORD
tid attemp_tp tp 50lat 99lat
6 8.93688e+06 2.58426e+06 86.809 214.514
7 8.00537e+06 2.31686e+06 86.492 209.166
9 7.70671e+06 2.23681e+06 86.562 209.613
11 3.4375e+06 995680 88.213 212.862
15 1.57337e+06 457356 92.253 213.895
5 1.54233e+06 449845 92.403 218.505
3 1.47278e+06 428376 92.687 217.741
4 1.46381e+06 426486 93.261 218.939
13 1.40539e+06 410477 93.162 215.616
12 1.35358e+06 393878 93.822 218.275
1 1.19266e+06 347938 93.593 223.805
14 1.02453e+06 298942 96.409 222.118
